label, x, y, x, y, x, y, x, y, x, y, x, y, x, y, x, y, x, y, x, y, x, y, x, y
50, 0.673698, 0.420631, 0.497764, 0.765223, 0.643899, 0.260947, 0.695576, 0.537867, 0.595698, 0.0662612, 0.384056, 0.860644, 0.301379, 0.697198, 0.805545, 0.545925, 0.177882, 0.616178, 0.447376, 0.792978, 0.683595, 0.680352, 0.895697, 0.44655, 
50, 0.664066, 0.379735, 0.550817, 0.748245, 0.664136, 0.194253, 0.664021, 0.497906, 0.636772, 0.0786764, 0.448955, 0.845594, 0.313239, 0.671321, 0.802387, 0.529438, 0.202456, 0.604316, 0.475014, 0.769168, 0.689997, 0.679812, 0.885089, 0.418785, 
50, 0.686411, 0.375865, 0.453308, 0.736451, 0.664796, 0.204755, 0.701945, 0.498835, 0.550296, 0.071658, 0.346354, 0.833112, 0.286966, 0.685061, 0.775474, 0.4887, 0.140751, 0.598678, 0.411453, 0.758608, 0.653101, 0.573378, 0.884357, 0.413357, 
50, 0.651833, 0.401658, 0.466569, 0.751107, 0.632404, 0.198685, 0.663505, 0.523592, 0.537657, 0.0725398, 0.381258, 0.846911, 0.269794, 0.666455, 0.767086, 0.543126, 0.153228, 0.60743, 0.387919, 0.726269, 0.646114, 0.692249, 0.859034, 0.42978, 
51, 0.508291, 0.336978, 0.552524, 0.667958, 0.273882, 0.159447, 0.652379, 0.446104, 0.588541, 0.0694627, 0.509647, 0.764619, 0.259976, 0.494403, 0.771418, 0.535628, 0.155781, 0.465381, 0.385052, 0.529241, 0.637852, 0.488316, 0.892514, 0.578522, 
51, 0.465685, 0.326355, 0.600951, 0.686683, 0.298054, 0.165135, 0.592463, 0.448284, 0.569791, 0.080059, 0.634057, 0.777821, 0.253962, 0.464001, 0.769503, 0.565319, 0.14893, 0.409891, 0.369449, 0.523497, 0.638217, 0.48314, 0.878052, 0.633267, 
51, 0.515451, 0.282582, 0.616321, 0.613945, 0.322508, 0.134863, 0.639265, 0.377376, 0.568185, 0.0850146, 0.679356, 0.715521, 0.2713, 0.409, 0.782298, 0.483902, 0.167111, 0.338252, 0.401357, 0.497312, 0.660979, 0.393892, 0.893413, 0.56634, 
51, 0.482767, 0.316893, 0.594584, 0.664596, 0.316552, 0.141805, 0.594652, 0.434752, 0.581322, 0.0806348, 0.615421, 0.777859, 0.245931, 0.480608, 0.775954, 0.533498, 0.134873, 0.418587, 0.380361, 0.555682, 0.63172, 0.421964, 0.890949, 0.622421, 
51, 0.508184, 0.301246, 0.563432, 0.640088, 0.31989, 0.126021, 0.620168, 0.405457, 0.568201, 0.0800814, 0.555246, 0.760076, 0.234932, 0.471599, 0.765939, 0.502513, 0.123372, 0.393465, 0.373009, 0.568305, 0.619993, 0.423771, 0.894952, 0.57212, 
51, 0.455384, 0.309512, 0.606745, 0.66735, 0.294758, 0.150376, 0.596625, 0.449444, 0.57996, 0.0741536, 0.635716, 0.750984, 0.266408, 0.449693, 0.758364, 0.56715, 0.16587, 0.384579, 0.382397, 0.524814, 0.63494, 0.486166, 0.876528, 0.644682, 
51, 0.444354, 0.286313, 0.605708, 0.614432, 0.314599, 0.14684, 0.539592, 0.388683, 0.551972, 0.0793798, 0.688279, 0.732046, 0.240389, 0.406487, 0.746003, 0.499588, 0.153632, 0.330572, 0.380347, 0.528956, 0.623392, 0.401733, 0.871716, 0.599918, 
51, 0.531565, 0.292941, 0.544753, 0.636112, 0.40252, 0.142793, 0.626492, 0.403391, 0.544594, 0.0707971, 0.544947, 0.743269, 0.306256, 0.447435, 0.771301, 0.504793, 0.16089, 0.386057, 0.443431, 0.505354, 0.649834, 0.466426, 0.88563, 0.540905, 
51, 0.49332, 0.328412, 0.541519, 0.687559, 0.277915, 0.139655, 0.640763, 0.457615, 0.556465, 0.0799314, 0.525642, 0.768437, 0.255741, 0.50819, 0.739192, 0.55122, 0.160005, 0.408828, 0.389875, 0.647403, 0.600817, 0.496769, 0.870746, 0.602988, 
51, 0.492246, 0.332485, 0.546746, 0.66777, 0.277797, 0.130519, 0.604367, 0.43808, 0.581774, 0.0764747, 0.503968, 0.758351, 0.249503, 0.499873, 0.753787, 0.533144, 0.141853, 0.422727, 0.368055, 0.584831, 0.627888, 0.494793, 0.885342, 0.573218, 
51, 0.430848, 0.311845, 0.638405, 0.670551, 0.295828, 0.143067, 0.538311, 0.446177, 0.598312, 0.0712828, 0.691158, 0.776055, 0.269737, 0.435911, 0.75538, 0.577957, 0.166424, 0.356897, 0.397728, 0.5338, 0.629332, 0.474408, 0.874424, 0.675753, 
51, 0.484727, 0.283682, 0.592038, 0.611049, 0.324692, 0.138694, 0.584523, 0.374096, 0.526654, 0.0810928, 0.6734, 0.709712, 0.29711, 0.392561, 0.782885, 0.509634, 0.164216, 0.32655, 0.454365, 0.470672, 0.667374, 0.434311, 0.884246, 0.57573, 
51, 0.508898, 0.275605, 0.582006, 0.621946, 0.396428, 0.142985, 0.600836, 0.384014, 0.570233, 0.0854417, 0.60068, 0.747247, 0.274708, 0.420098, 0.757387, 0.485771, 0.158198, 0.377832, 0.400206, 0.465624, 0.642112, 0.408056, 0.860882, 0.555544, 
51, 0.510544, 0.27481, 0.564618, 0.629097, 0.275167, 0.110712, 0.646166, 0.369362, 0.537139, 0.0860995, 0.595323, 0.717765, 0.289309, 0.412695, 0.785368, 0.515337, 0.161649, 0.361361, 0.455678, 0.479594, 0.680811, 0.445205, 0.891426, 0.586474, 
51, 0.552921, 0.292583, 0.586, 0.644454, 0.344843, 0.125133, 0.677642, 0.392953, 0.615136, 0.0822494, 0.546401, 0.755657, 0.281645, 0.472787, 0.772804, 0.483533, 0.168837, 0.418691, 0.411686, 0.535147, 0.656883, 0.392584, 0.876748, 0.565086, 
51, 0.500607, 0.31, 0.568761, 0.644238, 0.284996, 0.138314, 0.62529, 0.409282, 0.556528, 0.08166, 0.583954, 0.737194, 0.253275, 0.451064, 0.755321, 0.517034, 0.140198, 0.364999, 0.387118, 0.552935, 0.625626, 0.446974, 0.870777, 0.579402, 
51, 0.464585, 0.302365, 0.585565, 0.64678, 0.276742, 0.131207, 0.600688, 0.426378, 0.551532, 0.0801317, 0.627375, 0.740931, 0.228373, 0.433655, 0.766206, 0.534468, 0.123188, 0.339389, 0.360216, 0.551811, 0.643597, 0.454245, 0.891046, 0.61615, 
51, 0.545211, 0.291359, 0.549855, 0.656138, 0.324991, 0.131434, 0.694803, 0.399994, 0.573327, 0.0870361, 0.518168, 0.756473, 0.273982, 0.494736, 0.747461, 0.494362, 0.157367, 0.420639, 0.390674, 0.568883, 0.625369, 0.407416, 0.866032, 0.578801, 
51, 0.442219, 0.29293, 0.618528, 0.634724, 0.295124, 0.131436, 0.558255, 0.420325, 0.579541, 0.0753045, 0.674943, 0.744649, 0.27552, 0.397743, 0.758304, 0.55517, 0.179312, 0.341939, 0.390944, 0.464693, 0.636096, 0.460212, 0.867667, 0.640149, 
51, 0.464655, 0.28286, 0.597234, 0.621944, 0.292894, 0.122149, 0.585631, 0.396053, 0.547957, 0.0790283, 0.66364, 0.723673, 0.256154, 0.405803, 0.751432, 0.515264, 0.145163, 0.317037, 0.382802, 0.507091, 0.613882, 0.428668, 0.871381, 0.590779, 
52, 0.317003, 0.405876, 0.560756, 0.804935, 0.213505, 0.201626, 0.390684, 0.551284, 0.565363, 0.0808124, 0.556244, 0.88062, 0.213076, 0.533378, 0.741691, 0.771708, 0.0883205, 0.580489, 0.322144, 0.492192, 0.605709, 0.76305, 0.873827, 0.780122, 
52, 0.31987, 0.440972, 0.516377, 0.801, 0.198577, 0.259902, 0.405163, 0.5683, 0.51789, 0.0722726, 0.514899, 0.875379, 0.210626, 0.56657, 0.720081, 0.76289, 0.0898126, 0.584922, 0.347519, 0.545775, 0.581062, 0.751062, 0.848936, 0.773852, 
52, 0.310895, 0.429122, 0.476954, 0.787296, 0.159204, 0.244596, 0.419854, 0.561667, 0.538556, 0.0762736, 0.412015, 0.861217, 0.188588, 0.567024, 0.691529, 0.737535, 0.0798348, 0.544881, 0.299435, 0.589594, 0.551198, 0.727689, 0.835316, 0.747623, 
52, 0.306879, 0.402277, 0.554792, 0.816037, 0.1914, 0.19196, 0.39436, 0.561601, 0.55214, 0.0772681, 0.55733, 0.905235, 0.210849, 0.533333, 0.732537, 0.776202, 0.0818967, 0.545059, 0.339971, 0.521591, 0.594115, 0.746123, 0.864187, 0.804809, 
52, 0.3434, 0.444486, 0.538205, 0.826592, 0.211743, 0.253097, 0.438519, 0.58276, 0.586376, 0.0781242, 0.49124, 0.89567, 0.215778, 0.590595, 0.731925, 0.773432, 0.0922883, 0.60847, 0.350251, 0.571129, 0.608627, 0.762138, 0.865319, 0.785651, 
52, 0.322779, 0.381831, 0.524434, 0.795902, 0.182087, 0.166679, 0.427274, 0.541627, 0.517911, 0.0818895, 0.530224, 0.875578, 0.192906, 0.525805, 0.724872, 0.736615, 0.0703409, 0.529138, 0.303268, 0.522804, 0.567766, 0.721232, 0.855809, 0.749435, 
52, 0.371231, 0.388903, 0.446922, 0.778367, 0.232522, 0.193123, 0.465158, 0.521478, 0.512772, 0.0835714, 0.381488, 0.863045, 0.194057, 0.550793, 0.726534, 0.690047, 0.0820987, 0.618903, 0.305137, 0.483217, 0.566127, 0.679051, 0.873352, 0.700113, 
52, 0.333333, 0.395667, 0.460964, 0.768185, 0.184202, 0.205643, 0.427597, 0.515778, 0.522619, 0.0776658, 0.389121, 0.855892, 0.198672, 0.551541, 0.694041, 0.70354, 0.0968694, 0.554403, 0.30216, 0.548632, 0.547567, 0.730755, 0.828068, 0.678639, 
52, 0.417223, 0.391384, 0.552491, 0.789724, 0.27477, 0.174414, 0.510005, 0.532699, 0.604896, 0.0862422, 0.494519, 0.881436, 0.258725, 0.523684, 0.760584, 0.731634, 0.108012, 0.614461, 0.38001, 0.450633, 0.629053, 0.768201, 0.864681, 0.702694, 
52, 0.318631, 0.378058, 0.544069, 0.796338, 0.208117, 0.187249, 0.398401, 0.515784, 0.608259, 0.090909, 0.47373, 0.882325, 0.219073, 0.528436, 0.723394, 0.740074, 0.0940147, 0.534627, 0.328847, 0.523001, 0.578464, 0.749759, 0.863313, 0.730725, 
52, 0.352724, 0.448975, 0.589008, 0.82082, 0.200386, 0.228064, 0.440526, 0.5763, 0.589411, 0.0801227, 0.588595, 0.896016, 0.219244, 0.565171, 0.775037, 0.771563, 0.0864058, 0.576731, 0.34279, 0.55442, 0.636387, 0.757058, 0.885958, 0.783166, 
52, 0.395312, 0.467643, 0.474961, 0.819323, 0.242142, 0.304718, 0.494167, 0.572793, 0.52739, 0.0885998, 0.413424, 0.901012, 0.183609, 0.611895, 0.724058, 0.718804, 0.0735013, 0.610762, 0.29695, 0.613061, 0.56475, 0.744785, 0.86199, 0.69631, 
52, 0.329209, 0.419949, 0.556928, 0.808351, 0.19016, 0.226932, 0.427152, 0.555905, 0.618481, 0.075582, 0.490399, 0.891181, 0.223453, 0.570465, 0.756983, 0.75998, 0.100141, 0.585676, 0.341638, 0.555887, 0.619257, 0.764651, 0.88253, 0.755722, 
52, 0.34209, 0.458303, 0.505886, 0.807932, 0.163943, 0.282377, 0.460052, 0.574796, 0.503849, 0.0773105, 0.507798, 0.874416, 0.17615, 0.575758, 0.736894, 0.755782, 0.0710796, 0.561194, 0.284881, 0.590829, 0.569871, 0.77626, 0.885677, 0.737541, 
52, 0.299599, 0.403764, 0.499308, 0.80709, 0.19968, 0.198128, 0.375939, 0.560873, 0.503123, 0.0762952, 0.495368, 0.885852, 0.181737, 0.547841, 0.703923, 0.778905, 0.0876276, 0.595411, 0.27331, 0.501554, 0.555556, 0.797359, 0.853668, 0.76028, 
52, 0.375597, 0.41313, 0.529236, 0.801861, 0.22007, 0.218764, 0.480876, 0.5447, 0.548563, 0.0861174, 0.510495, 0.878716, 0.208728, 0.536746, 0.739269, 0.742001, 0.0816724, 0.599051, 0.314758, 0.484751, 0.570426, 0.763712, 0.893767, 0.722135, 
52, 0.290524, 0.430097, 0.465088, 0.794184, 0.198516, 0.245802, 0.359802, 0.568864, 0.472911, 0.0685138, 0.458024, 0.863831, 0.172113, 0.571907, 0.697523, 0.755558, 0.0750719, 0.605767, 0.268905, 0.538134, 0.55183, 0.745835, 0.861135, 0.766477, 
52, 0.381729, 0.473354, 0.512713, 0.792214, 0.172413, 0.301676, 0.507402, 0.57643, 0.572718, 0.0689587, 0.445815, 0.871486, 0.200463, 0.594384, 0.733403, 0.716356, 0.0826755, 0.566412, 0.321437, 0.623113, 0.60848, 0.726062, 0.863977, 0.706212, 
52, 0.339663, 0.448214, 0.544452, 0.792141, 0.213466, 0.300917, 0.440022, 0.565352, 0.575995, 0.0750697, 0.507526, 0.868406, 0.214642, 0.571693, 0.763377, 0.749431, 0.086151, 0.565908, 0.342183, 0.577436, 0.608146, 0.747637, 0.897663, 0.750983, 
52, 0.378889, 0.470634, 0.507647, 0.822722, 0.226163, 0.284932, 0.479922, 0.59348, 0.569765, 0.0753952, 0.441973, 0.902192, 0.241243, 0.610889, 0.745314, 0.758297, 0.108329, 0.593397, 0.371791, 0.628069, 0.59816, 0.749744, 0.874012, 0.765777, 
53, 0.542365, 0.225846, 0.513783, 0.669701, 0.565803, 0.155388, 0.506676, 0.333137, 0.449503, 0.107463, 0.611964, 0.833226, 0.30956, 0.43423, 0.732293, 0.473061, 0.173291, 0.420234, 0.393522, 0.442854, 0.644708, 0.495992, 0.820496, 0.449969, 
53, 0.674326, 0.248083, 0.482865, 0.727297, 0.703701, 0.147662, 0.63706, 0.375476, 0.508574, 0.112676, 0.456809, 0.845224, 0.386266, 0.555058, 0.751975, 0.443943, 0.23505, 0.636066, 0.495923, 0.496313, 0.678327, 0.534702, 0.831465, 0.345985, 
53, 0.645035, 0.255836, 0.482639, 0.775764, 0.641534, 0.154657, 0.649447, 0.383321, 0.549453, 0.119884, 0.419758, 0.884415, 0.353343, 0.590089, 0.744865, 0.494546, 0.209456, 0.677927, 0.452367, 0.529639, 0.663315, 0.592643, 0.828933, 0.39342, 
53, 0.653443, 0.213944, 0.468233, 0.769978, 0.695062, 0.112055, 0.596623, 0.35305, 0.53556, 0.12565, 0.407914, 0.880089, 0.359567, 0.613723, 0.736169, 0.432309, 0.214988, 0.736732, 0.458698, 0.529382, 0.660095, 0.528117, 0.819468, 0.327401, 
53, 0.506101, 0.247333, 0.431141, 0.784224, 0.503271, 0.104153, 0.509432, 0.415834, 0.42443, 0.12201, 0.437297, 0.895634, 0.268796, 0.572162, 0.642574, 0.514188, 0.148853, 0.615052, 0.351398, 0.542625, 0.57167, 0.519653, 0.748896, 0.505991, 
53, 0.461783, 0.22727, 0.37346, 0.763841, 0.497181, 0.1181, 0.417821, 0.362849, 0.398585, 0.122229, 0.347493, 0.886241, 0.257293, 0.568426, 0.56487, 0.47872, 0.140967, 0.655333, 0.338337, 0.507878, 0.495472, 0.503413, 0.660374, 0.444738, 
53, 0.59145, 0.21623, 0.423077, 0.724074, 0.655513, 0.0965291, 0.517994, 0.353485, 0.436133, 0.123532, 0.412044, 0.836773, 0.317414, 0.562481, 0.683003, 0.378744, 0.186233, 0.67447, 0.412086, 0.48166, 0.589745, 0.398579, 0.810793, 0.351563, 
53, 0.5821, 0.235352, 0.460063, 0.717203, 0.65017, 0.150259, 0.497002, 0.34173, 0.451826, 0.130447, 0.469249, 0.840781, 0.329211, 0.483503, 0.695411, 0.469967, 0.186288, 0.555205, 0.445575, 0.425125, 0.61491, 0.529781, 0.799022, 0.392982, 
53, 0.580632, 0.214109, 0.474901, 0.782677, 0.610916, 0.108947, 0.538584, 0.360123, 0.4916, 0.121455, 0.460627, 0.889223, 0.336479, 0.592054, 0.695723, 0.485623, 0.1862, 0.619704, 0.451375, 0.570913, 0.616427, 0.557512, 0.797357, 0.393484, 
53, 0.558748, 0.211902, 0.443727, 0.705623, 0.587747, 0.10954, 0.519715, 0.34968, 0.455098, 0.122511, 0.432134, 0.813895, 0.298353, 0.528006, 0.672343, 0.433379, 0.150003, 0.511287, 0.393629, 0.538743, 0.593646, 0.481918, 0.769168, 0.37366, 
53, 0.53037, 0.249126, 0.447428, 0.716573, 0.537794, 0.142424, 0.523825, 0.343194, 0.348091, 0.116391, 0.580292, 0.866367, 0.290899, 0.494186, 0.656138, 0.481695, 0.157978, 0.482202, 0.386524, 0.502807, 0.577121, 0.472031, 0.800292, 0.499326, 
53, 0.46784, 0.24491, 0.438148, 0.7628, 0.498919, 0.131743, 0.427931, 0.390231, 0.375275, 0.134955, 0.511322, 0.886005, 0.281161, 0.515705, 0.602939, 0.526528, 0.156918, 0.545497, 0.374376, 0.493353, 0.535056, 0.5073, 0.739292, 0.56515, 
53, 0.520417, 0.267743, 0.436967, 0.767695, 0.513625, 0.155573, 0.526931, 0.375333, 0.413101, 0.126027, 0.46192, 0.879341, 0.296855, 0.545077, 0.644409, 0.525739, 0.171051, 0.619439, 0.392418, 0.48859, 0.570605, 0.510983, 0.779518, 0.552753, 
53, 0.540255, 0.280754, 0.458912, 0.744226, 0.482222, 0.161673, 0.590032, 0.382894, 0.383705, 0.102566, 0.55161, 0.892513, 0.279833, 0.516888, 0.680851, 0.525664, 0.13888, 0.475054, 0.368805, 0.543294, 0.598402, 0.530258, 0.823202, 0.517734, 
53, 0.624446, 0.244157, 0.4675, 0.721966, 0.632669, 0.130525, 0.614326, 0.384012, 0.455587, 0.11601, 0.479803, 0.843685, 0.331521, 0.540403, 0.723776, 0.442769, 0.182902, 0.576759, 0.435514, 0.514964, 0.637842, 0.482983, 0.811432, 0.40175, 
53, 0.515643, 0.268166, 0.430542, 0.736299, 0.513775, 0.152674, 0.517536, 0.385217, 0.351224, 0.119051, 0.527289, 0.884577, 0.301989, 0.500302, 0.623137, 0.492207, 0.174022, 0.504463, 0.387277, 0.497528, 0.537014, 0.486433, 0.761496, 0.501484, 
53, 0.654047, 0.259249, 0.457863, 0.698057, 0.664462, 0.146504, 0.641717, 0.392733, 0.479963, 0.0995611, 0.434349, 0.808551, 0.357052, 0.538206, 0.725421, 0.455871, 0.216762, 0.587254, 0.454803, 0.50403, 0.648149, 0.573179, 0.816805, 0.317143, 
53, 0.622817, 0.216193, 0.523259, 0.725067, 0.636806, 0.107788, 0.60456, 0.357678, 0.496433, 0.118026, 0.552858, 0.861484, 0.359782, 0.507983, 0.760985, 0.461398, 0.207674, 0.508698, 0.461906, 0.507503, 0.69432, 0.473241, 0.844689, 0.446528, 
53, 0.632473, 0.292631, 0.483979, 0.780332, 0.619161, 0.172795, 0.64507, 0.406032, 0.524008, 0.112787, 0.446751, 0.889095, 0.346345, 0.597319, 0.738908, 0.508829, 0.200451, 0.685452, 0.452441, 0.533228, 0.661144, 0.559699, 0.826547, 0.451499, 
54, 0.383057, 0.471642, 0.570494, 0.82142, 0.271013, 0.321163, 0.467964, 0.585675, 0.52063, 0.0762137, 0.624167, 0.903, 0.26873, 0.572084, 0.736179, 0.777377, 0.163835, 0.577779, 0.380574, 0.566011, 0.620862, 0.772768, 0.88118, 0.783173, 
54, 0.314082, 0.352106, 0.610354, 0.806101, 0.324528, 0.240847, 0.30359, 0.463853, 0.59205, 0.0875888, 0.628487, 0.889105, 0.29787, 0.546367, 0.729514, 0.737541, 0.155448, 0.533498, 0.402041, 0.555781, 0.601363, 0.637141, 0.862606, 0.841813, 
54, 0.28342, 0.242207, 0.601423, 0.781357, 0.252321, 0.112546, 0.33132, 0.441918, 0.563856, 0.106226, 0.639181, 0.873041, 0.286691, 0.432925, 0.748355, 0.785781, 0.160646, 0.397952, 0.380172, 0.458862, 0.617238, 0.757419, 0.859565, 0.809837, 
54, 0.327801, 0.26713, 0.61583, 0.757781, 0.373627, 0.163204, 0.278544, 0.378837, 0.5517, 0.101564, 0.679812, 0.842993, 0.309286, 0.481765, 0.733271, 0.672894, 0.176868, 0.436858, 0.409119, 0.515622, 0.619053, 0.553335, 0.864296, 0.810045, 
54, 0.34192, 0.261967, 0.638494, 0.711431, 0.335665, 0.155801, 0.350223, 0.402884, 0.548753, 0.0947403, 0.718951, 0.794702, 0.319383, 0.405254, 0.754773, 0.670859, 0.184015, 0.39911, 0.422359, 0.409929, 0.635388, 0.593997, 0.893883, 0.76042, 
54, 0.31899, 0.283176, 0.641997, 0.701456, 0.32355, 0.184558, 0.312732, 0.41852, 0.574552, 0.0857219, 0.719926, 0.794323, 0.307143, 0.418558, 0.764635, 0.677222, 0.177115, 0.416188, 0.407915, 0.420395, 0.628901, 0.601468, 0.876914, 0.739886, 
54, 0.359382, 0.397297, 0.589527, 0.807592, 0.262763, 0.237891, 0.459951, 0.563218, 0.578333, 0.0820803, 0.601159, 0.895725, 0.284389, 0.53011, 0.759724, 0.778844, 0.153667, 0.546096, 0.398438, 0.516164, 0.629961, 0.776178, 0.860671, 0.780918, 
54, 0.276954, 0.331873, 0.592761, 0.804053, 0.232944, 0.19399, 0.337199, 0.520616, 0.566079, 0.088725, 0.619841, 0.898692, 0.266919, 0.482985, 0.734294, 0.801423, 0.136319, 0.46096, 0.365709, 0.499645, 0.602686, 0.773815, 0.848662, 0.825415, 
54, 0.318402, 0.241676, 0.5627, 0.769234, 0.268121, 0.116542, 0.397839, 0.43937, 0.55475, 0.0972493, 0.571031, 0.876334, 0.262975, 0.443998, 0.723742, 0.720857, 0.148599, 0.452446, 0.353492, 0.437312, 0.602062, 0.706315, 0.865562, 0.737807, 
54, 0.407207, 0.337151, 0.589613, 0.746916, 0.206382, 0.154279, 0.56785, 0.483432, 0.577262, 0.0892539, 0.602204, 0.836704, 0.271211, 0.464987, 0.765022, 0.679637, 0.131437, 0.427423, 0.376078, 0.49317, 0.632748, 0.720032, 0.864504, 0.649256, 
54, 0.295241, 0.336552, 0.621173, 0.79233, 0.313212, 0.227672, 0.276342, 0.45106, 0.574496, 0.088901, 0.673767, 0.879139, 0.285016, 0.534678, 0.745885, 0.729732, 0.156073, 0.49215, 0.390576, 0.569493, 0.618483, 0.646669, 0.87132, 0.811513, 
54, 0.329619, 0.319761, 0.552557, 0.750135, 0.19933, 0.155106, 0.442335, 0.462208, 0.488687, 0.093279, 0.620503, 0.858362, 0.221203, 0.42847, 0.703534, 0.693658, 0.110835, 0.402772, 0.313773, 0.450023, 0.586632, 0.664678, 0.860308, 0.732521, 
54, 0.292142, 0.319522, 0.581307, 0.778927, 0.290287, 0.19996, 0.294378, 0.463651, 0.547804, 0.0857463, 0.617059, 0.870516, 0.2787, 0.50517, 0.71568, 0.732687, 0.167676, 0.471269, 0.371172, 0.533407, 0.583424, 0.670957, 0.832875, 0.787387, 
54, 0.314556, 0.379011, 0.580475, 0.81659, 0.31344, 0.240005, 0.315668, 0.517527, 0.580844, 0.0841552, 0.580079, 0.90902, 0.270974, 0.574459, 0.711358, 0.728641, 0.15027, 0.546469, 0.374775, 0.598529, 0.588163, 0.654347, 0.841542, 0.807148, 
54, 0.303196, 0.299388, 0.611841, 0.783352, 0.294181, 0.178319, 0.315606, 0.466061, 0.557164, 0.0914406, 0.674516, 0.892213, 0.293758, 0.482992, 0.725945, 0.730712, 0.162954, 0.426373, 0.387287, 0.523476, 0.585938, 0.635578, 0.838526, 0.80721, 
54, 0.273453, 0.362888, 0.571719, 0.790826, 0.221174, 0.228313, 0.340747, 0.536114, 0.543518, 0.0720133, 0.602654, 0.894274, 0.241522, 0.505051, 0.71224, 0.767332, 0.133736, 0.454773, 0.335698, 0.548982, 0.596112, 0.760793, 0.855034, 0.775372, 
54, 0.306435, 0.283173, 0.587952, 0.780008, 0.287461, 0.165433, 0.332332, 0.443871, 0.529633, 0.110599, 0.651592, 0.876594, 0.279693, 0.464261, 0.724075, 0.73048, 0.161296, 0.434516, 0.378033, 0.488967, 0.592707, 0.634871, 0.861628, 0.830589, 
54, 0.329389, 0.360114, 0.614634, 0.793036, 0.266385, 0.23191, 0.411119, 0.526424, 0.59293, 0.0813432, 0.637774, 0.884264, 0.298238, 0.50851, 0.752606, 0.769469, 0.165024, 0.500606, 0.402591, 0.514702, 0.618309, 0.733261, 0.854463, 0.796931, 
55, 0.191993, 0.290475, 0.582728, 0.687796, 0.150999, 0.139118, 0.230301, 0.431917, 0.52984, 0.0835741, 0.672603, 0.821132, 0.182163, 0.351613, 0.678072, 0.709758, 0.084842, 0.343275, 0.288832, 0.360751, 0.563245, 0.732735, 0.837661, 0.677824, 
55, 0.232392, 0.333433, 0.460189, 0.779913, 0.195708, 0.190053, 0.270121, 0.480897, 0.420966, 0.109252, 0.513647, 0.88814, 0.165666, 0.481563, 0.656283, 0.754071, 0.0935361, 0.596921, 0.25194, 0.343584, 0.530963, 0.669598, 0.809166, 0.857123, 
55, 0.228385, 0.2362, 0.476817, 0.659043, 0.229767, 0.11595, 0.226899, 0.365431, 0.440687, 0.0813947, 0.52828, 0.778653, 0.193914, 0.397697, 0.696847, 0.657813, 0.0957677, 0.488762, 0.279837, 0.317973, 0.546838, 0.570037, 0.839256, 0.741141, 
55, 0.231287, 0.262498, 0.482504, 0.678043, 0.24805, 0.139848, 0.213549, 0.392287, 0.459969, 0.0727408, 0.511757, 0.783573, 0.196477, 0.43485, 0.703469, 0.670963, 0.099635, 0.552298, 0.275564, 0.338935, 0.550493, 0.609834, 0.847985, 0.728712, 
55, 0.280882, 0.329875, 0.470519, 0.694749, 0.187452, 0.180444, 0.354889, 0.44824, 0.41729, 0.0894366, 0.522766, 0.77431, 0.167657, 0.446319, 0.666118, 0.628002, 0.0812159, 0.508882, 0.243523, 0.391409, 0.530908, 0.540598, 0.844922, 0.743587, 
55, 0.32785, 0.242407, 0.541834, 0.554252, 0.184646, 0.11714, 0.445645, 0.345447, 0.425281, 0.0581428, 0.698072, 0.674612, 0.18836, 0.314797, 0.733973, 0.512181, 0.107861, 0.346059, 0.271759, 0.282409, 0.5816, 0.403795, 0.879401, 0.615628, 
55, 0.320435, 0.261611, 0.494157, 0.607719, 0.174734, 0.127806, 0.422307, 0.355165, 0.452082, 0.0845338, 0.564753, 0.764782, 0.173068, 0.356305, 0.704972, 0.523183, 0.0963579, 0.406578, 0.243672, 0.310034, 0.556478, 0.391907, 0.853292, 0.654304, 
55, 0.206544, 0.27322, 0.467971, 0.733476, 0.209634, 0.154622, 0.203087, 0.405853, 0.506538, 0.102071, 0.410048, 0.847219, 0.174386, 0.469257, 0.708323, 0.708247, 0.0863577, 0.575937, 0.280021, 0.341242, 0.534801, 0.667234, 0.881357, 0.749144, 
55, 0.214682, 0.346006, 0.443727, 0.789476, 0.170111, 0.173514, 0.254632, 0.500614, 0.410549, 0.0914717, 0.479455, 0.877937, 0.152514, 0.521602, 0.626951, 0.744123, 0.0818795, 0.601296, 0.218653, 0.446981, 0.476955, 0.667416, 0.8073, 0.836353, 
55, 0.257409, 0.302056, 0.481174, 0.705281, 0.227805, 0.181469, 0.290935, 0.438622, 0.534044, 0.0829233, 0.411111, 0.800103, 0.195991, 0.477142, 0.728337, 0.673082, 0.0972871, 0.584289, 0.287039, 0.378306, 0.568609, 0.642161, 0.878648, 0.70218, 
55, 0.256441, 0.277899, 0.490582, 0.709183, 0.192639, 0.13494, 0.32108, 0.422734, 0.46284, 0.0892541, 0.522936, 0.812417, 0.212403, 0.443719, 0.666659, 0.661412, 0.136394, 0.442046, 0.269475, 0.444976, 0.528222, 0.547499, 0.827158, 0.793478, 
55, 0.218104, 0.267399, 0.470347, 0.636702, 0.218287, 0.16155, 0.217904, 0.383393, 0.404335, 0.0725313, 0.537552, 0.717297, 0.185568, 0.39978, 0.694373, 0.638709, 0.0999891, 0.448173, 0.283799, 0.344234, 0.534835, 0.571185, 0.873805, 0.714653, 
